,ref,name,publisher,year,score
1064,http://cpcgamereviews.com/m/index4.html#maze_mania,Maze Mania,Hewson,1989,7
1065,http://cpcgamereviews.com/m/index4.html#maziacs,Maziacs,40Crisis,2013,8
1066,http://cpcgamereviews.com/m/index4.html#mazie,Mazie,Zeppelin Games,1988,8
1067,http://cpcgamereviews.com/m/index4.html#mega_apocalypse,Mega Apocalypse,Martech,1988,4
1068,http://cpcgamereviews.com/m/index5.html#megablasters,Megablasters,Radical Software,1994,10
1069,http://cpcgamereviews.com/m/index5.html#megablasters_escape_from_castle_in_the_clouds,Megablasters: Escape from Castle in the Clouds,Project Argon,2015,10
1070,http://cpcgamereviews.com/m/index5.html#mega-bucks,Mega-Bucks,Firebird,1986,8
1071,http://cpcgamereviews.com/m/index5.html#meganova,Meganova,Dinamic,1988,6
1072,http://cpcgamereviews.com/m/index5.html#megaphoenix,Megaphoenix,Dinamic,1991,4
1073,http://cpcgamereviews.com/m/index5.html#megawar,Megawar,Genesis Software,1990,7
1074,http://cpcgamereviews.com/m/index5.html#mercs,Mercs,US Gold,1991,8
1075,http://cpcgamereviews.com/m/index5.html#merlin,Merlin,Bretagne Edit' Presse,1987,3
1076,http://cpcgamereviews.com/m/index5.html#mermaid_madness,Mermaid Madness,Electric Dreams,1986,6
1077,http://cpcgamereviews.com/m/index5.html#metal_army,Metal Army,Players,1988,6
1078,http://cpcgamereviews.com/m/index6.html#metalyx,Metalyx,Alternative Software,1987,4
1079,http://cpcgamereviews.com/m/index6.html#metaplex,Metaplex,Addictive,1988,5
1080,http://cpcgamereviews.com/m/index6.html#metro-cross,Metro-Cross,US Gold,1987,8
1081,http://cpcgamereviews.com/m/index6.html#metropolis_the_power_house,Metropolis,The Power House,1988,3
1082,http://cpcgamereviews.com/m/index6.html#metropolis_topo_soft,Metr&oacute;polis,Topo Soft,1989,4
1083,http://cpcgamereviews.com/m/index6.html#meurtres_en_serie,Meurtres en S&eacute;rie,Cobra Soft,1987,7
1084,http://cpcgamereviews.com/m/index6.html#mgt,MGT,Loriciels,1986,8
1085,http://cpcgamereviews.com/m/index6.html#miami_cobra_gt,Miami Cobra GT,Players,1991,6
1086,http://cpcgamereviews.com/m/index6.html#miami_dice,Miami Dice,Bug-Byte,1986,4
1087,http://cpcgamereviews.com/m/index6.html#miami_vice,Miami Vice,Ocean,1986,4
1088,http://cpcgamereviews.com/m/index7.html#mickey_mouse,Mickey Mouse,Gremlin Graphics,1988,8
1089,http://cpcgamereviews.com/m/index7.html#microball,Microball,Alternative Software,1988,8
1090,http://cpcgamereviews.com/m/index7.html#micro_mouse_goes_de-bugging,Micro Mouse Goes De-Bugging,Mastertronic,1989,5
1091,http://cpcgamereviews.com/m/index7.html#microprose_soccer,MicroProse Soccer,MicroProse,1989,8
1092,http://cpcgamereviews.com/m/index7.html#micro_sapiens,Micro Sapiens,ERE Informatique,1985,4
1093,http://cpcgamereviews.com/m/index7.html#midnight_resistance,Midnight Resistance,Ocean,1990,8
1094,http://cpcgamereviews.com/m/index7.html#mig_busters,MiG Busters,Players,1990,7
1095,http://cpcgamereviews.com/m/index7.html#mig-29_soviet_fighter,MiG-29 Soviet Fighter,Code Masters,1989,5
1096,http://cpcgamereviews.com/m/index7.html#mike_gunner,Mike Gunner,Dinamic,1988,8
1097,http://cpcgamereviews.com/m/index7.html#mike_reads_computer_pop_quiz,Mike Read's Computer Pop Quiz,Elite,1988,5
1098,http://cpcgamereviews.com/m/index8.html#mike_the_guitar,Mike the Guitar,Sebastian Braunert/Uwe Geiken,2018,6
1099,http://cpcgamereviews.com/m/index8.html#mikie,Mikie,Imagine,1986,5
1100,http://cpcgamereviews.com/m/index8.html#milk_race,Milk Race,Mastertronic,1987,7
1101,http://cpcgamereviews.com/m/index8.html#1000_bornes,1000 Bornes,Free Game Blot,1985,7
1102,http://cpcgamereviews.com/m/index8.html#le_millionnaire,Le Millionnaire,ERE Informatique,1985,2
1103,http://cpcgamereviews.com/m/index8.html#mindfighter,Mindfighter,Abstract Concepts,1988,8
1104,http://cpcgamereviews.com/m/index8.html#mindshadow,Mindshadow,Activision,1985,9
1105,http://cpcgamereviews.com/m/index8.html#mindstone,Mindstone,The Edge,1986,8
1106,http://cpcgamereviews.com/m/index8.html#mindtrap,Mindtrap,Mastertronic,1989,4
1107,http://cpcgamereviews.com/m/index8.html#miss_input,Miss Input,Chupi Games,2019,8
1108,http://cpcgamereviews.com/m/index9.html#mission,Mission,Loriciels,1987,8
1109,http://cpcgamereviews.com/m/index9.html#mission_elevator,Mission Elevator,Micropool,1986,8
1110,http://cpcgamereviews.com/m/index9.html#mission_genocide,Mission Genocide,Firebird,1987,5
1111,http://cpcgamereviews.com/m/index9.html#mission_jupiter,Mission Jupiter,Code Masters,1987,5
1112,http://cpcgamereviews.com/m/index9.html#mission_omega,Mission Omega,Mind Games,1986,6
1113,http://cpcgamereviews.com/m/index9.html#mission_2,Mission 2,Gasoline Software,1987,3
1114,http://cpcgamereviews.com/m/index9.html#mr_freeze,Mr. Freeze,Firebird,1984,5
1115,http://cpcgamereviews.com/m/index9.html#mister_gas,Mister Gas,Proein Soft Line,1989,2
1116,http://cpcgamereviews.com/m/index9.html#mr_heli,Mr. Heli,Firebird,1989,7
1117,http://cpcgamereviews.com/m/index9.html#mr_pingo,Mr. Pingo,Rainbow Arts,1986,5
1118,http://cpcgamereviews.com/m/index10.html#mr_weems_and_the_she_vampires,Mr. Weems and the She Vampires,Piranha,1987,4
1119,http://cpcgamereviews.com/m/index10.html#mr_wongs_loopy_laundry,Mr. Wong's Loopy Laundry,Amsoft/Artic Computing,1984,4
1120,http://cpcgamereviews.com/m/index10.html#mlm_3d_evasion_de_la_lune,MLM 3D: Evasion de la Lune,Chip,1986,6
1121,http://cpcgamereviews.com/m/index10.html#mobileman,Mobileman,Loriciel,1990,8
1122,http://cpcgamereviews.com/m/index10.html#mokowe,Mokowe,Lankhor,1990,8
1123,http://cpcgamereviews.com/m/index10.html#molecule_man,Molecule Man,Mastertronic,1986,6
1124,http://cpcgamereviews.com/m/index10.html#monopoly,Monopoly,Leisure Genius,1985,3
1125,http://cpcgamereviews.com/m/index10.html#monte_carlo_casino,Monte Carlo Casino,Code Masters,1989,7
1126,http://cpcgamereviews.com/m/index10.html#monty_on_the_run,Monty on the Run,Gremlin Graphics,1986,7
1127,http://cpcgamereviews.com/m/index10.html#monty_pythons_flying_circus,Monty Python's Flying Circus,Virgin Games,1990,9
1128,http://cpcgamereviews.com/m/index11.html#monument,Monument,Zeppelin Games,1991,4
1129,http://cpcgamereviews.com/m/index11.html#moon_blaster,Moon Blaster,Loriciel,1990,6
1130,http://cpcgamereviews.com/m/index11.html#moon_buggy,Moon Buggy,Anirog,1985,4
1131,http://cpcgamereviews.com/m/index11.html#moon_cresta,Moon Cresta,Incentive,1986,5
1132,http://cpcgamereviews.com/m/index11.html#moonmist,Moonmist,Infocom,1986,7
1133,http://cpcgamereviews.com/m/index11.html#moontorc,Moontorc,Atlantis,1991,8
1134,http://cpcgamereviews.com/m/index11.html#moonwalker,Moonwalker,US Gold,1989,4
1135,http://cpcgamereviews.com/m/index11.html#more_than_a_prison,More Than a Prison,LTS Games,2015,7
1136,http://cpcgamereviews.com/m/index11.html#morris_meets_the_bikers,Morris Meets the Bikers,Automata UK,1984,5
1137,http://cpcgamereviews.com/m/index11.html#mot,Mot,Opera Soft,1989,7
1138,http://cpcgamereviews.com/m/index12.html#moto_cross_simulator,Moto Cross Simulator,Code Masters,1989,6
1139,http://cpcgamereviews.com/m/index12.html#moto_driver,Moto Driver,Loriciels,1985,6
1140,http://cpcgamereviews.com/m/index12.html#motorbike_madness,Motorbike Madness,Mastertronic,1988,4
1141,http://cpcgamereviews.com/m/index12.html#motor_massacre,Motor Massacre,Gremlin Graphics,1988,6
1142,http://cpcgamereviews.com/m/index12.html#motos,Motos,Mastertronic,1987,8
1143,http://cpcgamereviews.com/m/index12.html#mountain_bike_racer,Mountain Bike Racer,Positive,1990,3
1144,http://cpcgamereviews.com/m/index12.html#mountain_bike_simulator,Mountain Bike Simulator,Code Masters,1991,6
1145,http://cpcgamereviews.com/m/index12.html#mountie_micks_death_ride,Mountie Mick's Death Ride,Reakt&ouml;r,1987,4
1146,http://cpcgamereviews.com/m/index12.html#movie,Movie,Imagine,1986,8
1147,http://cpcgamereviews.com/m/index12.html#moving_target,Moving Target,Players,1989,6
1148,http://cpcgamereviews.com/m/index13.html#multi-player_soccer_manager,Multi-Player Soccer Manager,D&H Games,1990,8
1149,http://cpcgamereviews.com/m/index13.html#munch-it,Munch-It,Tynesoft,1985,4
1150,http://cpcgamereviews.com/m/index13.html#mundial_de_futbol,Mundial de F&uacute;tbol,Opera Soft,1990,8
1151,http://cpcgamereviews.com/m/index13.html#the_munsters,The Munsters,Again Again,1989,3
1152,http://cpcgamereviews.com/m/index13.html#murder_off_miami,Murder Off Miami,CRL,1987,8
1153,http://cpcgamereviews.com/m/index13.html#mutant_fortress,Mutant Fortress,Players,1989,5
1154,http://cpcgamereviews.com/m/index13.html#mutant_monty,Mutant Monty,Amsoft/Artic Computing,1984,5
1155,http://cpcgamereviews.com/m/index13.html#mutants,Mutants,Ocean,1987,5
1156,http://cpcgamereviews.com/m/index13.html#mutan_zone,Mutan Zone,Opera Soft,1988,6
1157,http://cpcgamereviews.com/m/index13.html#myrddin_flight_simulation,Myrddin Flight Simulation,Myrddin Software,1985,5
1158,http://cpcgamereviews.com/m/index14.html#le_mystere_de_kikekankoi,Le Myst&egrave;re de Kikekankoi,Loriciels,1985,5
1159,http://cpcgamereviews.com/m/index14.html#mystery_of_the_indus_valleys,Mystery of the Indus Valleys,Alternative Software,1988,4
1160,http://cpcgamereviews.com/m/index14.html#mystery_of_the_nile,Mystery of the Nile,Firebird/Zigurat,1987,6
1161,http://cpcgamereviews.com/m/index14.html#mystical,Mystical,Infogrames,1990,8
1162,http://cpcgamereviews.com/m/index14.html#myth_history_in_the_making,Myth: History in the Making,System 3,1989,10
1163,http://cpcgamereviews.com/m/index14.html#mythos,Mythos,Opera Soft,1990,3
1164,http://cpcgamereviews.com/n/index.html#nakamoto,Nakamoto,The Power House,1987,6
1165,http://cpcgamereviews.com/n/index.html#nanako_descends_to_hell,Nanako Descends to Hell,The Mojon Twins,2009,7
1166,http://cpcgamereviews.com/n/index.html#nanako_in_classic_japanese_monster_castle,Nanako in Classic Japanese Monster Castle,The Mojon Twins,2009,7
1167,http://cpcgamereviews.com/n/index.html#narc,NARC,Ocean,1990,7
1168,http://cpcgamereviews.com/n/index.html#narco_police,Narco Police,Dinamic,1990,6
1169,http://cpcgamereviews.com/n/index.html#navy_moves,Navy Moves,Dinamic,1988,7
1170,http://cpcgamereviews.com/n/index.html#navy_seals,Navy SEALs,Ocean,1991,8
1171,http://cpcgamereviews.com/n/index.html#nebulus,Nebulus,Hewson,1988,8
1172,http://cpcgamereviews.com/n/index.html#the_necris-dome,The Necris-Dome,Code Masters,1986,7
1173,http://cpcgamereviews.com/n/index.html#le_necromancien,Le N&eacute;cromancien,Ubi Soft,1987,8
1174,http://cpcgamereviews.com/n/index2.html#neil_android,NEIL Android,Alternative Software,1988,5
1175,http://cpcgamereviews.com/n/index2.html#nemesis,Nemesis,Konami,1987,7
1176,http://cpcgamereviews.com/n/index2.html#nemesis_the_warlock,Nemesis the Warlock,Martech,1987,8
1177,http://cpcgamereviews.com/n/index2.html#nether_earth,Nether Earth,Argus Press,1987,7
1178,http://cpcgamereviews.com/n/index2.html#netherworld,Netherworld,Hewson,1989,8
1179,http://cpcgamereviews.com/n/index2.html#the_neverending_story,The Neverending Story,Ocean,1985,7
1180,http://cpcgamereviews.com/n/index2.html#new_york_warriors,New York Warriors,Virgin Games,1990,4
1181,http://cpcgamereviews.com/n/index2.html#the_new_zealand_story,The New Zealand Story,Ocean,1990,8
1182,http://cpcgamereviews.com/n/index2.html#nexor,NEXOR,Design Design,1986,6
1183,http://cpcgamereviews.com/n/index2.html#nexus,NEXUS,Nexus,1986,7
1184,http://cpcgamereviews.com/n/index3.html#nigel_mansells_grand_prix,Nigel Mansell's Grand Prix,Martech,1988,8
1185,http://cpcgamereviews.com/n/index3.html#nigel_mansells_world_championship,Nigel Mansell's World Championship,Gremlin Graphics,1993,8
1186,http://cpcgamereviews.com/n/index3.html#night_booster,Night Booster,Cobra Soft,1985,3
1187,http://cpcgamereviews.com/n/index3.html#night_breed,Night Breed,Ocean,1990,8
1188,http://cpcgamereviews.com/n/index3.html#night_hunter,Night Hunter,Ubi Soft,1990,8
1189,http://cpcgamereviews.com/n/index3.html#nightmare_maze,Nightmare Maze,Blue Ribbon,1985,5
1190,http://cpcgamereviews.com/n/index3.html#night_raider,Night Raider,Gremlin Graphics,1988,7
1191,http://cpcgamereviews.com/n/index3.html#nightshade,Nightshade,Ultimate Play the Game,1985,4
1192,http://cpcgamereviews.com/n/index3.html#night_shift,Night Shift,Lucasfilm Games,1991,7
1193,http://cpcgamereviews.com/n/index3.html#1942,1942,Elite,1986,5
1194,http://cpcgamereviews.com/n/index4.html#1943,1943,Go!,1988,7
1195,http://cpcgamereviews.com/n/index4.html#ninja,Ninja,Entertainment USA,1987,5
1196,http://cpcgamereviews.com/n/index4.html#ninja_commando,Ninja Commando,Zeppelin Games,1988,4
1197,http://cpcgamereviews.com/n/index4.html#ninja_hamster,Ninja Hamster,CRL,1987,4
1198,http://cpcgamereviews.com/n/index4.html#ninja_massacre,Ninja Massacre,Code Masters,1989,7
1199,http://cpcgamereviews.com/n/index4.html#the_ninja_master,The Ninja Master,Firebird,1986,5
1200,http://cpcgamereviews.com/n/index4.html#ninja_scooter_simulator,Ninja Scooter Simulator,Silverbird,1988,7
1201,http://cpcgamereviews.com/n/index4.html#ninja_spirit,Ninja Spirit,Activision,1990,7
1202,http://cpcgamereviews.com/n/index4.html#the_ninja_warriors,The Ninja Warriors,Virgin Games,1989,5
1203,http://cpcgamereviews.com/n/index4.html#nocturne,Nocturne,Alpha Omega,1986,3
1204,http://cpcgamereviews.com/n/index5.html#nodes_of_yesod,Nodes of Yesod,Odin Computer Graphics,1986,7
1205,http://cpcgamereviews.com/n/index5.html#no_exit,No Exit,Tomahawk,1990,4
1206,http://cpcgamereviews.com/n/index5.html#nomad,NOMAD,Ocean,1986,4
1207,http://cpcgamereviews.com/n/index5.html#nonamed,Nonamed,Dinamic,1986,5
1208,http://cpcgamereviews.com/n/index5.html#nonterraqueous,Nonterraqueous,Mastertronic,1985,4
1209,http://cpcgamereviews.com/n/index5.html#north_and_south,North and South,Infogrames,1991,9
1210,http://cpcgamereviews.com/n/index5.html#north_star,North Star,Gremlin Graphics,1988,6
1211,http://cpcgamereviews.com/n/index5.html#nosferatu_the_vampyre,Nosferatu the Vampyre,Piranha,1986,7
1212,http://cpcgamereviews.com/n/index5.html#not_a_penny_more_not_a_penny_less,"Not a Penny More, Not a Penny Less",Domark,1987,3
1213,http://cpcgamereviews.com/n/index5.html#nuclear_heist,Nuclear Heist,Players,1986,3
1214,http://cpcgamereviews.com/n/index6.html#number_1,Number 1,Amstrad Action/Ocean,1986,3
1215,http://cpcgamereviews.com/o/index.html#oberon_69,Oberon 69,GLL Software,1990,6
1216,http://cpcgamereviews.com/o/index.html#obliterator,Obliterator,Melbourne House,1988,6
1217,http://cpcgamereviews.com/o/index.html#obsidian,Obsidian,Artic Computing,1985,7
1218,http://cpcgamereviews.com/o/index.html#oceano,Oceano,EgoTrip,2015,7
1219,http://cpcgamereviews.com/o/index.html#octoplex,Octoplex,Mastertronic,1989,5
1220,http://cpcgamereviews.com/o/index.html#loeil_de_set,L'Oeil de Set,Ubi Soft,1987,8
1221,http://cpcgamereviews.com/o/index.html#the_official_father_christmas,The Official Father Christmas,Alternative Software,1989,5
1222,http://cpcgamereviews.com/o/index.html#off_shore_warrior,Off Shore Warrior,Titus,1988,5
1223,http://cpcgamereviews.com/o/index.html#oh_mummy,Oh Mummy!,Amsoft,1984,4
1224,http://cpcgamereviews.com/o/index.html#oink,Oink!,CRL,1987,3
1225,http://cpcgamereviews.com/o/index2.html#ole_toro,"Ol&eacute;, Toro",Dinamic,1985,4
1226,http://cpcgamereviews.com/o/index2.html#olli_and_lissa_the_ghost_of_shilmoore_castle,Olli and Lissa: The Ghost of Shilmoore Castle,Firebird,1987,5
1227,http://cpcgamereviews.com/o/index2.html#olli_and_lissa_3_the_candlelight_adventure,Olli and Lissa III: The Candlelight Adventure,Code Masters,1989,6
1228,http://cpcgamereviews.com/o/index2.html#olympiad_86,Olympiad '86,Atlantis,1986,2
1229,http://cpcgamereviews.com/o/index2.html#omega_dimension,Omega Dimensi&oacute;n,Positive,1989,3
1230,http://cpcgamereviews.com/o/index2.html#omeyad,Omeyad,Ubi Soft,1989,8
1231,http://cpcgamereviews.com/o/index2.html#on_cue,On Cue,Mastertronic,1987,5
1232,http://cpcgamereviews.com/o/index2.html#one_man_and_his_droid,One Man and His Droid,Mastertronic,1986,2
1233,http://cpcgamereviews.com/o/index2.html#on_the_oche,On the Och&eacute;,Artic Computing,1984,2
1234,http://cpcgamereviews.com/o/index2.html#on_the_run,On the Run,Design Design,1985,5
1235,http://cpcgamereviews.com/o/index3.html#operation_alexandra,Operation Alexandra,4MHz,2018,10
1236,http://cpcgamereviews.com/o/index3.html#operation_gunship,Operation Gunship,Code Masters,1989,7
1237,http://cpcgamereviews.com/o/index3.html#operation_hanoi,Operation Hanoi,Players,1990,8
1238,http://cpcgamereviews.com/o/index3.html#operation_hormuz,Operation Hormuz,Again Again,1989,5
1239,http://cpcgamereviews.com/o/index3.html#operation_thunderbolt,Operation Thunderbolt,Ocean,1989,7
1240,http://cpcgamereviews.com/o/index3.html#operation_wolf,Operation Wolf,Ocean,1988,9
1241,http://cpcgamereviews.com/o/index3.html#opqa_vs_qaop_the_final_battle,OPQA vs. QAOP: The Final Battle,Manuel Sagra de Diego,2018,9
1242,http://cpcgamereviews.com/o/index3.html#oriental_games,Oriental Games,Micro Style,1990,7
1243,http://cpcgamereviews.com/o/index3.html#orion_prime,Orion Prime,Cargosoft,2009,10
1244,http://cpcgamereviews.com/o/index3.html#orphee,Orph&eacute;e,Loriciels,1985,7
1245,http://cpcgamereviews.com/o/index4.html#out_board,Out Board,Loriciel,1990,5
1246,http://cpcgamereviews.com/o/index4.html#outlaw,Outlaw,Players,1990,3
1247,http://cpcgamereviews.com/o/index4.html#outlaws,Outlaws,Retrobytes Productions,2016,9
1248,http://cpcgamereviews.com/o/index4.html#out_of_this_world_geco,Out of This World,Geco,2016,9
1249,http://cpcgamereviews.com/o/index4.html#out_of_this_world_reaktor,Out of This World,Reakt&ouml;r,1987,6
1250,http://cpcgamereviews.com/o/index4.html#out_run,Out Run,US Gold,1987,3
1251,http://cpcgamereviews.com/o/index4.html#out_run_europa,Out Run Europa,US Gold,1991,6
1252,http://cpcgamereviews.com/o/index4.html#overkoban,Overkoban,Futility Games,2013,9
1253,http://cpcgamereviews.com/o/index4.html#overlander,Overlander,Elite,1988,6
1254,http://cpcgamereviews.com/o/index4.html#oxphar,Oxphar,ERE Informatique,1987,5
1255,http://cpcgamereviews.com/p/index.html#pacific,Pacific,ERE Informatique/PSS,1987,5
1256,http://cpcgamereviews.com/p/index.html#pac-land,Pac-Land,Grandslam,1989,7
1257,http://cpcgamereviews.com/p/index.html#pac-man_emulator,Pac-Man Emulator,SyX/TotO,2012,8
1258,http://cpcgamereviews.com/p/index.html#pacmania,Pacmania,Grandslam,1988,9
1259,http://cpcgamereviews.com/p/index.html#palitron,Palitron,The Edge,1986,5
1260,http://cpcgamereviews.com/p/index.html#pang,Pang,Ocean,1991,9
1261,http://cpcgamereviews.com/p/index.html#panic_dizzy,Panic Dizzy,Code Masters,1991,3
1262,http://cpcgamereviews.com/p/index.html#panzadrome,Panzadrome,Ariolasoft,1986,3
1263,http://cpcgamereviews.com/p/index.html#panza_kick_boxing,Panza Kick Boxing,Futura,1991,7
1264,http://cpcgamereviews.com/p/index.html#paperboy,Paperboy,Elite,1986,7
1265,http://cpcgamereviews.com/p/index2.html#paperboy_2,Paperboy 2,Mindscape,1991,6
1266,http://cpcgamereviews.com/p/index2.html#para_academy,Para Academy,Zeppelin Games,1990,5
1267,http://cpcgamereviews.com/p/index2.html#para_assault_course,Para Assault Course,Zeppelin Games,1988,4
1268,http://cpcgamereviews.com/p/index2.html#parabola,Parabola,Firebird,1987,7
1269,http://cpcgamereviews.com/p/index2.html#paris-dakar,Par&iacute;s-Dakar,Zigurat,1988,6
1270,http://cpcgamereviews.com/p/index2.html#park_patrol,Park Patrol,Firebird,1987,7
1271,http://cpcgamereviews.com/p/index2.html#les_passagers_du_vent,Les Passagers du Vent,Infogrames,1986,5
1272,http://cpcgamereviews.com/p/index2.html#les_passagers_du_vent_2,Les Passagers du Vent 2,Infogrames,1987,7
1273,http://cpcgamereviews.com/p/index2.html#passing_shot,Passing Shot,Image Works,1989,3
1274,http://cpcgamereviews.com/p/index2.html#pasteman_pat,Pasteman Pat,Silverbird,1989,6
1275,http://cpcgamereviews.com/p/index3.html#the_pawn,The Pawn,Rainbird,1987,9
1276,http://cpcgamereviews.com/p/index3.html#paws,Paws,Artic Computing,1985,4
1277,http://cpcgamereviews.com/p/index3.html#pearl_harbour,Pearl Harbour,Sprites,1985,4
1278,http://cpcgamereviews.com/p/index3.html#a_peasants_tale,A Peasant's Tale,Crysys,1988,7
1279,http://cpcgamereviews.com/p/index3.html#penalty_soccer,Penalty Soccer,Gamebusters,1990,1
1280,http://cpcgamereviews.com/p/index3.html#penggy,Penggy,Chip,1986,5
1281,http://cpcgamereviews.com/p/index3.html#pepe_bequilles,P&eacute;p&eacute; B&eacute;quilles,Softhawk,1987,8
1282,http://cpcgamereviews.com/p/index3.html#the_pepsi_challenge_mad_mix_game,The Pepsi Challenge Mad Mix Game,US Gold/Topo Soft,1988,6
1283,http://cpcgamereviews.com/p/index3.html#perico_delgado_maillot_amarillo,Perico Delgado Maillot Amarillo,Topo Soft,1989,8
1284,http://cpcgamereviews.com/p/index3.html#periscope_up,Periscope Up,Atlantis,1989,6
1285,http://cpcgamereviews.com/p/index4.html#peter_beardsleys_international_football,Peter Beardsley's International Football,Grandslam,1988,3
1286,http://cpcgamereviews.com/p/index4.html#peter_pack_rat,Peter Pack Rat,Silverbird,1989,6
1287,http://cpcgamereviews.com/p/index4.html#peter_shiltons_handball_maradona,Peter Shilton's Handball Maradona!,Grandslam,1986,2
1288,http://cpcgamereviews.com/p/index4.html#p-47_the_freedom_fighter,P-47: The Freedom Fighter,Firebird,1990,9
1289,http://cpcgamereviews.com/p/index4.html#phantis_legacy,Phantis Legacy,Kukulcan,2017,7
1290,http://cpcgamereviews.com/p/index4.html#phantomas_saga_infinity,Phantomas Saga: Infinity,CEZ Games Studio,2006,7
1291,http://cpcgamereviews.com/p/index4.html#phantomas_tales_1_marsport,Phantomas Tales #1: Marsport,The Mojon Twins,2009,9
1292,http://cpcgamereviews.com/p/index4.html#phantomas_20,Phantomas 2.0,Pakete Soft,2019,8
1293,http://cpcgamereviews.com/p/index4.html#phantom_club,Phantom Club,Ocean,1988,4
1294,http://cpcgamereviews.com/p/index4.html#pharaon,Pharaon,Loriciels,1987,7
1295,http://cpcgamereviews.com/p/index5.html#phileas_foggs_balloon_battles,Phileas Fogg's Balloon Battles,Zeppelin Games,1991,4
1296,http://cpcgamereviews.com/p/index5.html#phoenix,Phoenix,Norbert Kehrer,2016,8
1297,http://cpcgamereviews.com/p/index5.html#pick_n_pile,Pick 'n' Pile,Ubi Soft,1990,10
1298,http://cpcgamereviews.com/p/index5.html#pinball_dreams,Pinball Dreams,BG Games,2019,10
1299,http://cpcgamereviews.com/p/index5.html#pinball_magic,Pinball Magic,Loriciel,1990,7
1300,http://cpcgamereviews.com/p/index5.html#pinball_power,Pinball Power,Mastertronic,1989,8
1301,http://cpcgamereviews.com/p/index5.html#pinball_wizard,Pinball Wizard,CP Software,1985,5
1302,http://cpcgamereviews.com/p/index5.html#ping_pong,Ping Pong,Imagine,1986,7
1303,http://cpcgamereviews.com/p/index5.html#pingu_soccer,Pingu Soccer,PanZ,2016,7
1304,http://cpcgamereviews.com/p/index5.html#pink_panther,Pink Panther,Magic Bytes,1988,5
1305,http://cpcgamereviews.com/p/index6.html#pink_pills_manic_moritz_and_the_meds,Pink Pills: Manic Moritz and the Meds,Sebastian Braunert/Uwe Geiken,2018,7
1306,http://cpcgamereviews.com/p/index6.html#pipe_mania,Pipe Mania,Empire,1990,8
1307,http://cpcgamereviews.com/p/index6.html#pirates,Pirates!,MicroProse,1987,10
1308,http://cpcgamereviews.com/p/index6.html#piso_0,Piso Zero,Zigurat,1991,5
1309,http://cpcgamereviews.com/p/index6.html#pit-fighter,Pit-Fighter,Domark,1991,1
1310,http://cpcgamereviews.com/p/index6.html#pix,Pix,EgoTrip,2013,5
1311,http://cpcgamereviews.com/p/index6.html#planetfall,Planetfall,Infocom,1986,9
1312,http://cpcgamereviews.com/p/index6.html#planet_of_death,Planet of Death,Paxman Promotions,1985,3
1313,http://cpcgamereviews.com/p/index6.html#plasmatron,Plasmatron,CRL,1988,2
1314,http://cpcgamereviews.com/p/index6.html#platformer_medley_block_1,Platformer Medley Block #1,The Mojon Twins,2009,8
1315,http://cpcgamereviews.com/p/index7.html#platoon,Platoon,Ocean,1988,3
1316,http://cpcgamereviews.com/p/index7.html#playbox,Playbox,Norsoft,1985,7
1317,http://cpcgamereviews.com/p/index7.html#play_your_cards_right,Play Your Cards Right,Britannia Software,1986,4
1318,http://cpcgamereviews.com/p/index7.html#the_plot,The Plot,Firebird,1987,5
1319,http://cpcgamereviews.com/p/index7.html#plotting,Plotting,Ocean,1990,8
1320,http://cpcgamereviews.com/p/index7.html#pneumatic_hammers,Pneumatic Hammers,Firebird,1987,1
1321,http://cpcgamereviews.com/p/index7.html#el_poder_oscuro,El Poder Oscuro,Zigurat,1988,7
1322,http://cpcgamereviews.com/p/index7.html#pogostick_olympics,Pogostick Olympics,Silverbird,1987,5
1323,http://cpcgamereviews.com/p/index7.html#poli_diaz_el_potro_de_vallecas,Poli D&iacute;az: El Potro de Vallecas,Opera Soft,1990,7
1324,http://cpcgamereviews.com/p/index7.html#poogaboo,Poogaboo,Opera Soft,1991,2
1325,http://cpcgamereviews.com/p/index8.html#popeye,Popeye,Piranha,1986,6
1326,http://cpcgamereviews.com/p/index8.html#popeye_2,Popeye 2,Alternative Software,1990,3
1327,http://cpcgamereviews.com/p/index8.html#popeye_3,Popeye 3,Alternative Software,1992,6
1328,http://cpcgamereviews.com/p/index8.html#pop-up,Pop-Up,Infogrames,1990,9
1329,http://cpcgamereviews.com/p/index8.html#postman_pat,Postman Pat,Alternative Software,1988,8
1330,http://cpcgamereviews.com/p/index8.html#postman_pat_2,Postman Pat 2,Alternative Software,1989,5
1331,http://cpcgamereviews.com/p/index8.html#postman_pat_3,Postman Pat 3,Alternative Software,1992,6
1332,http://cpcgamereviews.com/p/index8.html#potato_rescue,Potato Rescue,EgoTrip,2013,9
1333,http://cpcgamereviews.com/p/index8.html#potsworth_and_co,Potsworth and Co.,Hi-Tec Software,1992,7
1334,http://cpcgamereviews.com/p/index8.html#power_and_magic,Power and Magic,Zigurat,1990,5
1335,http://cpcgamereviews.com/p/index9.html#power_boat_simulator,Power Boat Simulator,Code Masters,1989,8
1336,http://cpcgamereviews.com/p/index9.html#power_drift,Power Drift,Activision,1989,8
1337,http://cpcgamereviews.com/p/index9.html#powerplay_the_game_of_the_gods,Powerplay: The Game of the Gods,Arcana,1986,8
1338,http://cpcgamereviews.com/p/index9.html#predator,Predator,Activision,1988,3
1339,http://cpcgamereviews.com/p/index9.html#predator_2,Predator 2,Image Works,1991,4
